mode,year,parent_area,summary_level,geoid,threshold,weighted_average
transit,2021,25,block_group,250010108002,2700,1117.83739837398
transit,2021,25,block_group,250010108002,3000,1325.93495934959
transit,2021,25,block_group,250010108002,3300,1567.66260162601
transit,2021,25,block_group,250010108002,3600,1843.33333333333
transit,2021,25,block_group,250010108003,300,70.332268370607
transit,2021,25,block_group,250010108003,600,104.811501597444
transit,2021,25,block_group,250010108003,900,242.460063897763
transit,2021,25,block_group,250010108003,1200,330.73482428115
transit,2021,25,block_group,250010108003,1500,478.354632587859
transit,2021,25,block_group,250010108003,1800,667.188498402555
transit,2021,25,block_group,250010108003,2100,926.156549520766
transit,2021,25,block_group,250010108003,2400,1018.34504792332
transit,2021,25,block_group,250010108003,2700,1191.40575079872
transit,2021,25,block_group,250010108003,3000,1374.91054313099
transit,2021,25,block_group,250010108003,3300,1618.68690095846
transit,2021,25,block_group,250010108003,3600,1900.19808306709
transit,2021,25,block_group,250010108004,300,76.959375
transit,2021,25,block_group,250010108004,600,88.28125
transit,2021,25,block_group,250010108004,900,144.253125
transit,2021,25,block_group,250010108004,1200,173.20625
transit,2021,25,block_group,250010108004,1500,428.525
transit,2021,25,block_group,250010108004,1800,599.528125
transit,2021,25,block_group,250010108004,2100,795.36875
transit,2021,25,block_group,250010108004,2400,1047.08125
transit,2021,25,block_group,250010108004,2700,1264.78125
transit,2021,25,block_group,250010108004,3000,1595.95625
transit,2021,25,block_group,250010108004,3300,1909.690625
transit,2021,25,block_group,250010108004,3600,2302.7125
transit,2021,25,block_group,250010108005,300,20.4150731158605
transit,2021,25,block_group,250010108005,600,21.7379077615298
transit,2021,25,block_group,250010108005,900,37.5016872890888
transit,2021,25,block_group,250010108005,1200,79.9606299212598
transit,2021,25,block_group,250010108005,1500,125.714285714285
transit,2021,25,block_group,250010108005,1800,181.795275590551
transit,2021,25,block_group,250010108005,2100,270.335208098987
transit,2021,25,block_group,250010108005,2400,416.991001124859
transit,2021,25,block_group,250010108005,2700,610.595050618672
transit,2021,25,block_group,250010108005,3000,826.473565804274
transit,2021,25,block_group,250010108005,3300,1097.51743532058
transit,2021,25,block_group,250010108005,3600,1387.74690663667
transit,2021,25,block_group,250010109001,300,7.26042841037204
transit,2021,25,block_group,250010109001,600,16.8027057497181
transit,2021,25,block_group,250010109001,900,32.4599774520856
transit,2021,25,block_group,250010109001,1200,60.9988726042841
transit,2021,25,block_group,250010109001,1500,148.158962795941
transit,2021,25,block_group,250010109001,1800,217.039458850056
transit,2021,25,block_group,250010109001,2100,332.222096956031
transit,2021,25,block_group,250010109001,2400,508.094701240135
transit,2021,25,block_group,250010109001,2700,755.165727170236
transit,2021,25,block_group,250010109001,3000,1005.45208568207
transit,2021,25,block_group,250010109001,3300,1315.23337091319
transit,2021,25,block_group,250010109001,3600,1679.60653889515
transit,2021,25,block_group,250010109002,300,57.7744360902255
transit,2021,25,block_group,250010109002,600,62.1109022556391
transit,2021,25,block_group,250010109002,900,69.2537593984962
transit,2021,25,block_group,250010109002,1200,84.6184210526315
transit,2021,25,block_group,250010109002,1500,156.375939849624
transit,2021,25,block_group,250010109002,1800,216.266917293233
transit,2021,25,block_group,250010109002,2100,337.095864661654
transit,2021,25,block_group,250010109002,2400,505.501879699248
transit,2021,25,block_group,250010109002,2700,697.812030075188
transit,2021,25,block_group,250010109002,3000,1016.6992481203
transit,2021,25,block_group,250010109002,3300,1405.46428571428
transit,2021,25,block_group,250010109002,3600,1817.45300751879
transit,2021,25,block_group,250010109003,300,15.4236804564907
transit,2021,25,block_group,250010109003,600,20.2310984308131
transit,2021,25,block_group,250010109003,900,61.7018544935806
transit,2021,25,block_group,250010109003,1200,112.385164051355
transit,2021,25,block_group,250010109003,1500,229.363766048502
transit,2021,25,block_group,250010109003,1800,333.215406562054
