mode,year,parent_area,summary_level,geoid,threshold,weighted_average
transit,2021,25,census_tract,25001012800,600,39.1670050761421
transit,2021,25,census_tract,25001012800,900,140.501522842639
transit,2021,25,census_tract,25001012800,1200,294.144670050761
transit,2021,25,census_tract,25001012800,1500,544.34923857868
transit,2021,25,census_tract,25001012800,1800,883.160913705583
transit,2021,25,census_tract,25001012800,2100,1449.67969543147
transit,2021,25,census_tract,25001012800,2400,2091.48578680203
transit,2021,25,census_tract,25001012800,2700,2943.08578680203
transit,2021,25,census_tract,25001012800,3000,3971.32893401015
transit,2021,25,census_tract,25001012800,3300,5175.38223350253
transit,2021,25,census_tract,25001012800,3600,6727.06243654822
transit,2021,25,census_tract,25001012900,300,8.17410915651781
transit,2021,25,census_tract,25001012900,600,25.5863779882724
transit,2021,25,census_tract,25001012900,900,77.7275597654488
transit,2021,25,census_tract,25001012900,1200,172.232746955345
transit,2021,25,census_tract,25001012900,1500,283.413622011727
transit,2021,25,census_tract,25001012900,1800,422.301308073973
transit,2021,25,census_tract,25001012900,2100,676.868741542625
transit,2021,25,census_tract,25001012900,2400,1010.16508795669
transit,2021,25,census_tract,25001012900,2700,1514.98601714027
transit,2021,25,census_tract,25001012900,3000,2145.90708164185
transit,2021,25,census_tract,25001012900,3300,2954.01217861975
transit,2021,25,census_tract,25001012900,3600,3786.99819576003
transit,2021,25,census_tract,25001013002,0,0
transit,2021,25,census_tract,25001013002,300,36.8599290780141
transit,2021,25,census_tract,25001013002,600,107.188829787234
transit,2021,25,census_tract,25001013002,900,214.26329787234
transit,2021,25,census_tract,25001013002,1200,373.927304964539
transit,2021,25,census_tract,25001013002,1500,565.658687943262
transit,2021,25,census_tract,25001013002,1800,782.62854609929
transit,2021,25,census_tract,25001013002,2100,1017.23315602836
transit,2021,25,census_tract,25001013002,2400,1288.97606382978
transit,2021,25,census_tract,25001013002,2700,1626.18794326241
transit,2021,25,census_tract,25001013002,3000,2035.33510638297
transit,2021,25,census_tract,25001013002,3300,2479.37411347517
transit,2021,25,census_tract,25001013002,3600,2863.80851063829
transit,2021,25,census_tract,25001013100,300,14.4015775034293
transit,2021,25,census_tract,25001013100,600,21.3175582990397
transit,2021,25,census_tract,25001013100,900,39.4643347050754
transit,2021,25,census_tract,25001013100,1200,72.1207133058984
transit,2021,25,census_tract,25001013100,1500,128.502743484224
transit,2021,25,census_tract,25001013100,1800,210.735939643347
transit,2021,25,census_tract,25001013100,2100,353.543552812071
transit,2021,25,census_tract,25001013100,2400,536.460905349794
transit,2021,25,census_tract,25001013100,2700,808.19890260631
transit,2021,25,census_tract,25001013100,3000,1157.9756515775
transit,2021,25,census_tract,25001013100,3300,1644.59327846364
transit,2021,25,census_tract,25001013100,3600,2270.07853223593
transit,2021,25,census_tract,25001013200,0,0
transit,2021,25,census_tract,25001013200,300,10.3330337078651
